,index,image_link,group_id,entity_name,file_name
50685,50732,https://m.media-amazon.com/images/I/51WmTyBv+lL.jpg,648011,depth,51WmTyBv+lL.jpg
50686,50733,https://m.media-amazon.com/images/I/51WmTyBv+lL.jpg,648011,width,51WmTyBv+lL.jpg
50687,50734,https://m.media-amazon.com/images/I/51WmlcumqjL.jpg,826444,width,51WmlcumqjL.jpg
50688,50735,https://m.media-amazon.com/images/I/51WmrAiwIaL.jpg,430434,depth,51WmrAiwIaL.jpg
50689,50736,https://m.media-amazon.com/images/I/51Wmu3XvmcL.jpg,469317,maximum_weight_recommendation,51Wmu3XvmcL.jpg
50690,50737,https://m.media-amazon.com/images/I/51WmywfG7EL.jpg,235313,width,51WmywfG7EL.jpg
50691,50738,https://m.media-amazon.com/images/I/51Wn-BYIjWL.jpg,453674,height,51Wn-BYIjWL.jpg
50692,50739,https://m.media-amazon.com/images/I/51WnIjDe0CL.jpg,641642,wattage,51WnIjDe0CL.jpg
50693,50740,https://m.media-amazon.com/images/I/51WnIjDe0CL.jpg,641642,item_weight,51WnIjDe0CL.jpg
50694,50741,https://m.media-amazon.com/images/I/51WnIjDe0CL.jpg,641642,voltage,51WnIjDe0CL.jpg
50695,50742,https://m.media-amazon.com/images/I/51WnMjaTmnL.jpg,304120,depth,51WnMjaTmnL.jpg
50696,50743,https://m.media-amazon.com/images/I/51WnPgbDTKL.jpg,296275,width,51WnPgbDTKL.jpg
50697,50744,https://m.media-amazon.com/images/I/51WnR2KW7nL.jpg,844474,width,51WnR2KW7nL.jpg
50698,50745,https://m.media-amazon.com/images/I/51WnUGTf7-L.jpg,478357,height,51WnUGTf7-L.jpg
50699,50746,https://m.media-amazon.com/images/I/51WnWNbCxPL.jpg,276611,width,51WnWNbCxPL.jpg
50700,50747,https://m.media-amazon.com/images/I/51WnYAz54pL.jpg,752266,width,51WnYAz54pL.jpg
50701,50748,https://m.media-amazon.com/images/I/51Wnc4UOl-S.jpg,154981,width,51Wnc4UOl-S.jpg
50702,50749,https://m.media-amazon.com/images/I/51Wnc4UOl-S.jpg,154981,depth,51Wnc4UOl-S.jpg
50703,50750,https://m.media-amazon.com/images/I/51Wnc4UOl-S.jpg,154981,height,51Wnc4UOl-S.jpg
50704,50751,https://m.media-amazon.com/images/I/51WnfK3gp5L.jpg,965725,width,51WnfK3gp5L.jpg
50705,50752,https://m.media-amazon.com/images/I/51WnfK3gp5L.jpg,965725,depth,51WnfK3gp5L.jpg
50706,50753,https://m.media-amazon.com/images/I/51WnkHdKzfL.jpg,483370,height,51WnkHdKzfL.jpg
50707,50754,https://m.media-amazon.com/images/I/51Wnns5+KrL.jpg,478357,height,51Wnns5+KrL.jpg
50708,50755,https://m.media-amazon.com/images/I/51Wnns5+KrL.jpg,478357,width,51Wnns5+KrL.jpg
50709,50756,https://m.media-amazon.com/images/I/51Wnq3eMvnL.jpg,982714,height,51Wnq3eMvnL.jpg
50710,50757,https://m.media-amazon.com/images/I/51Wnq3eMvnL.jpg,982714,depth,51Wnq3eMvnL.jpg
50711,50758,https://m.media-amazon.com/images/I/51WnrTWMYnL.jpg,258617,width,51WnrTWMYnL.jpg
50712,50759,https://m.media-amazon.com/images/I/51WnrTWMYnL.jpg,258617,depth,51WnrTWMYnL.jpg
50713,50760,https://m.media-amazon.com/images/I/51WnyZf75PL.jpg,970563,height,51WnyZf75PL.jpg
50714,50761,https://m.media-amazon.com/images/I/51Wo+nX+RDL.jpg,462731,width,51Wo+nX+RDL.jpg
50715,50762,https://m.media-amazon.com/images/I/51Wo+nX+RDL.jpg,462731,height,51Wo+nX+RDL.jpg
50716,50763,https://m.media-amazon.com/images/I/51Wo+nX+RDL.jpg,462731,depth,51Wo+nX+RDL.jpg
50717,50764,https://m.media-amazon.com/images/I/51Wo12pzNdL.jpg,278850,height,51Wo12pzNdL.jpg
50718,50765,https://m.media-amazon.com/images/I/51Wo4Kdj4qL.jpg,276611,height,51Wo4Kdj4qL.jpg
50719,50766,https://m.media-amazon.com/images/I/51Wo8s0iMoL.jpg,558806,depth,51Wo8s0iMoL.jpg
50720,50767,https://m.media-amazon.com/images/I/51Wo8s0iMoL.jpg,558806,width,51Wo8s0iMoL.jpg
50721,50768,https://m.media-amazon.com/images/I/51WoHq6MkOL.jpg,478357,height,51WoHq6MkOL.jpg
50722,50769,https://m.media-amazon.com/images/I/51WoTg9jwOL.jpg,916768,height,51WoTg9jwOL.jpg
50723,50770,https://m.media-amazon.com/images/I/51WoqVZ+f2L.jpg,468949,depth,51WoqVZ+f2L.jpg
