,index,image_link,group_id,entity_name,file_name
14482,14494,https://m.media-amazon.com/images/I/41jqiYkPCEL.jpg,658003,height,41jqiYkPCEL.jpg
14483,14495,https://m.media-amazon.com/images/I/41jqorTGkhL.jpg,192915,width,41jqorTGkhL.jpg
14484,14496,https://m.media-amazon.com/images/I/41jqorTGkhL.jpg,192915,depth,41jqorTGkhL.jpg
14485,14497,https://m.media-amazon.com/images/I/41jquOxV6eL.jpg,442321,maximum_weight_recommendation,41jquOxV6eL.jpg
14486,14498,https://m.media-amazon.com/images/I/41jqvOsyJgL.jpg,939426,maximum_weight_recommendation,41jqvOsyJgL.jpg
14487,14499,https://m.media-amazon.com/images/I/41jqw1DNqGL.jpg,658892,depth,41jqw1DNqGL.jpg
14488,14500,https://m.media-amazon.com/images/I/41jqw1DNqGL.jpg,658892,width,41jqw1DNqGL.jpg
14489,14501,https://m.media-amazon.com/images/I/41jr0658JsL.jpg,988675,height,41jr0658JsL.jpg
14490,14502,https://m.media-amazon.com/images/I/41jr0658JsL.jpg,988675,depth,41jr0658JsL.jpg
14491,14503,https://m.media-amazon.com/images/I/41jr1nM7l3L.jpg,635528,voltage,41jr1nM7l3L.jpg
14492,14504,https://m.media-amazon.com/images/I/41jrOHhDpCL.jpg,483370,depth,41jrOHhDpCL.jpg
14493,14505,https://m.media-amazon.com/images/I/41jrOHhDpCL.jpg,483370,height,41jrOHhDpCL.jpg
14494,14506,https://m.media-amazon.com/images/I/41jro21LNnL.jpg,174276,width,41jro21LNnL.jpg
14495,14507,https://m.media-amazon.com/images/I/41jro21LNnL.jpg,174276,height,41jro21LNnL.jpg
14496,14508,https://m.media-amazon.com/images/I/41jro21LNnL.jpg,174276,depth,41jro21LNnL.jpg
14497,14509,https://m.media-amazon.com/images/I/41jsSgsRKpL.jpg,709627,voltage,41jsSgsRKpL.jpg
14498,14510,https://m.media-amazon.com/images/I/41jt7-f836L.jpg,939426,item_weight,41jt7-f836L.jpg
14499,14511,https://m.media-amazon.com/images/I/41jtRBpE6sL.jpg,211213,wattage,41jtRBpE6sL.jpg
14500,14512,https://m.media-amazon.com/images/I/41jtZNSQn-L.jpg,462757,maximum_weight_recommendation,41jtZNSQn-L.jpg
14501,14513,https://m.media-amazon.com/images/I/41jtiUifZiL.jpg,589528,item_volume,41jtiUifZiL.jpg
14502,14514,https://m.media-amazon.com/images/I/41jtigoRvqL.jpg,939426,maximum_weight_recommendation,41jtigoRvqL.jpg
