,index,image_link,group_id,entity_name,file_name
36205,36247,https://m.media-amazon.com/images/I/51H+PawyPrL.jpg,823083,depth,51H+PawyPrL.jpg
36206,36248,https://m.media-amazon.com/images/I/51H+PawyPrL.jpg,823083,width,51H+PawyPrL.jpg
36207,36249,https://m.media-amazon.com/images/I/51H+TXQwehL.jpg,916768,depth,51H+TXQwehL.jpg
36208,36250,https://m.media-amazon.com/images/I/51H+TXQwehL.jpg,916768,height,51H+TXQwehL.jpg
36209,36251,https://m.media-amazon.com/images/I/51H+ZC9Wm7L.jpg,219199,width,51H+ZC9Wm7L.jpg
36210,36252,https://m.media-amazon.com/images/I/51H+ZG4fmeL.jpg,931247,width,51H+ZG4fmeL.jpg
36211,36253,https://m.media-amazon.com/images/I/51H+ZG4fmeL.jpg,931247,depth,51H+ZG4fmeL.jpg
36212,36256,https://m.media-amazon.com/images/I/51H+oPK4Q-S.jpg,784538,width,51H+oPK4Q-S.jpg
36213,36257,https://m.media-amazon.com/images/I/51H+oovlf8S.jpg,752266,width,51H+oovlf8S.jpg
36214,36258,https://m.media-amazon.com/images/I/51H+vqTbCTL.jpg,849273,height,51H+vqTbCTL.jpg
36215,36259,https://m.media-amazon.com/images/I/51H+vqTbCTL.jpg,849273,depth,51H+vqTbCTL.jpg
36216,36260,https://m.media-amazon.com/images/I/51H-4m1AocL.jpg,843434,width,51H-4m1AocL.jpg
36217,36261,https://m.media-amazon.com/images/I/51H-6YPDosL.jpg,276611,height,51H-6YPDosL.jpg
36218,36262,https://m.media-amazon.com/images/I/51H-Er9j6qL.jpg,302672,width,51H-Er9j6qL.jpg
36219,36263,https://m.media-amazon.com/images/I/51H-Er9j6qL.jpg,302672,height,51H-Er9j6qL.jpg
36220,36264,https://m.media-amazon.com/images/I/51H-VQfTD7L.jpg,325604,maximum_weight_recommendation,51H-VQfTD7L.jpg
36221,36265,https://m.media-amazon.com/images/I/51H-cA0+75L.jpg,120219,depth,51H-cA0+75L.jpg
36222,36266,https://m.media-amazon.com/images/I/51H-dFCMJtL.jpg,957185,item_weight,51H-dFCMJtL.jpg
36223,36267,https://m.media-amazon.com/images/I/51H-fA3KFXL.jpg,311997,width,51H-fA3KFXL.jpg
36224,36268,https://m.media-amazon.com/images/I/51H-ul0Pj9L.jpg,507619,height,51H-ul0Pj9L.jpg
36225,36269,https://m.media-amazon.com/images/I/51H-vE4u0YL.jpg,594224,height,51H-vE4u0YL.jpg
36226,36270,https://m.media-amazon.com/images/I/51H-vE4u0YL.jpg,594224,depth,51H-vE4u0YL.jpg
36227,36271,https://m.media-amazon.com/images/I/51H06l3gHdL.jpg,558806,width,51H06l3gHdL.jpg
