,index,image_link,group_id,entity_name,file_name
72405,72470,https://m.media-amazon.com/images/I/51ubbHShqhL.jpg,416664,voltage,51ubbHShqhL.jpg
72406,72471,https://m.media-amazon.com/images/I/51ubsMOBLVL.jpg,550595,height,51ubsMOBLVL.jpg
72407,72472,https://m.media-amazon.com/images/I/51ucH6GjLoS.jpg,347404,height,51ucH6GjLoS.jpg
72408,72473,https://m.media-amazon.com/images/I/51ucIHy8BkS.jpg,518578,width,51ucIHy8BkS.jpg
72409,72474,https://m.media-amazon.com/images/I/51ucOBUg8IL.jpg,844474,depth,51ucOBUg8IL.jpg
72410,72475,https://m.media-amazon.com/images/I/51ucOBUg8IL.jpg,844474,height,51ucOBUg8IL.jpg
72411,72476,https://m.media-amazon.com/images/I/51ucTkpoyiS.jpg,311997,height,51ucTkpoyiS.jpg
72412,72477,https://m.media-amazon.com/images/I/51ud-PnLhfL.jpg,594224,height,51ud-PnLhfL.jpg
72413,72478,https://m.media-amazon.com/images/I/51udACWgDKL.jpg,522832,depth,51udACWgDKL.jpg
72414,72479,https://m.media-amazon.com/images/I/51udACWgDKL.jpg,522832,width,51udACWgDKL.jpg
72415,72480,https://m.media-amazon.com/images/I/51udC3kneuL.jpg,758128,width,51udC3kneuL.jpg
72416,72481,https://m.media-amazon.com/images/I/51udlvSGd+L.jpg,641642,wattage,51udlvSGd+L.jpg
72417,72482,https://m.media-amazon.com/images/I/51udlvSGd+L.jpg,641642,item_weight,51udlvSGd+L.jpg
72418,72483,https://m.media-amazon.com/images/I/51udlvSGd+L.jpg,641642,voltage,51udlvSGd+L.jpg
72419,72484,https://m.media-amazon.com/images/I/51udsNfkODL.jpg,478357,height,51udsNfkODL.jpg
72420,72485,https://m.media-amazon.com/images/I/51ue8TnVSUL.jpg,625842,item_volume,51ue8TnVSUL.jpg
72421,72486,https://m.media-amazon.com/images/I/51ueZwcMycL.jpg,752266,width,51ueZwcMycL.jpg
72422,72487,https://m.media-amazon.com/images/I/51ueZwcMycL.jpg,752266,depth,51ueZwcMycL.jpg
72423,72488,https://m.media-amazon.com/images/I/51uej136ubL.jpg,219211,item_weight,51uej136ubL.jpg
72424,72489,https://m.media-amazon.com/images/I/51uej136ubL.jpg,219211,wattage,51uej136ubL.jpg
72425,72490,https://m.media-amazon.com/images/I/51uek5zKNoL.jpg,549052,depth,51uek5zKNoL.jpg
72426,72491,https://m.media-amazon.com/images/I/51uekDq475S.jpg,119607,width,51uekDq475S.jpg
72427,72492,https://m.media-amazon.com/images/I/51uekDq475S.jpg,119607,height,51uekDq475S.jpg
72428,72493,https://m.media-amazon.com/images/I/51uekDq475S.jpg,119607,depth,51uekDq475S.jpg
72429,72494,https://m.media-amazon.com/images/I/51uewKjXlKL.jpg,883833,voltage,51uewKjXlKL.jpg
72430,72495,https://m.media-amazon.com/images/I/51uewKjXlKL.jpg,883833,wattage,51uewKjXlKL.jpg
72431,72496,https://m.media-amazon.com/images/I/51ueyr37zZL.jpg,810266,height,51ueyr37zZL.jpg
72432,72497,https://m.media-amazon.com/images/I/51ueyr37zZL.jpg,810266,depth,51ueyr37zZL.jpg
72433,72498,https://m.media-amazon.com/images/I/51uf4y1RQLS.jpg,276611,height,51uf4y1RQLS.jpg
72434,72499,https://m.media-amazon.com/images/I/51uf8uBOTaS.jpg,731252,depth,51uf8uBOTaS.jpg
72435,72500,https://m.media-amazon.com/images/I/51ufITKTDUL.jpg,351134,width,51ufITKTDUL.jpg
72436,72501,https://m.media-amazon.com/images/I/51ufewImRKL.jpg,846116,depth,51ufewImRKL.jpg
72437,72502,https://m.media-amazon.com/images/I/51ufhlS6PxL.jpg,365756,height,51ufhlS6PxL.jpg
72438,72503,https://m.media-amazon.com/images/I/51ufyXIAL5L.jpg,945489,depth,51ufyXIAL5L.jpg
72439,72504,https://m.media-amazon.com/images/I/51ufyXIAL5L.jpg,945489,height,51ufyXIAL5L.jpg
72440,72505,https://m.media-amazon.com/images/I/51ufyXIAL5L.jpg,945489,width,51ufyXIAL5L.jpg
72441,72506,https://m.media-amazon.com/images/I/51ug5P-CjFL.jpg,752266,width,51ug5P-CjFL.jpg
72442,72507,https://m.media-amazon.com/images/I/51ugAwYRA6S.jpg,142748,height,51ugAwYRA6S.jpg
72443,72508,https://m.media-amazon.com/images/I/51ugH4xmYtL.jpg,125148,item_volume,51ugH4xmYtL.jpg
72444,72509,https://m.media-amazon.com/images/I/51ugIU3McSL.jpg,866516,depth,51ugIU3McSL.jpg
72445,72510,https://m.media-amazon.com/images/I/51ugIU3McSL.jpg,866516,width,51ugIU3McSL.jpg
72446,72511,https://m.media-amazon.com/images/I/51ugJyHsjCL.jpg,120219,width,51ugJyHsjCL.jpg
72447,72512,https://m.media-amazon.com/images/I/51ugJyHsjCL.jpg,120219,height,51ugJyHsjCL.jpg
72448,72513,https://m.media-amazon.com/images/I/51ugVjx2dZL.jpg,366962,depth,51ugVjx2dZL.jpg
72449,72514,https://m.media-amazon.com/images/I/51ugWbFNOZL.jpg,237000,height,51ugWbFNOZL.jpg
72450,72515,https://m.media-amazon.com/images/I/51ugjIuakwL.jpg,178778,height,51ugjIuakwL.jpg
72451,72516,https://m.media-amazon.com/images/I/51ugsJRW7vL.jpg,836625,depth,51ugsJRW7vL.jpg
72452,72517,https://m.media-amazon.com/images/I/51ugsJRW7vL.jpg,836625,width,51ugsJRW7vL.jpg
72453,72518,https://m.media-amazon.com/images/I/51ugtcohSkL.jpg,564236,width,51ugtcohSkL.jpg
72454,72519,https://m.media-amazon.com/images/I/51ugtcohSkL.jpg,564236,depth,51ugtcohSkL.jpg
72455,72520,https://m.media-amazon.com/images/I/51uh-cwTtZL.jpg,311997,height,51uh-cwTtZL.jpg
72456,72521,https://m.media-amazon.com/images/I/51uh-cwTtZL.jpg,311997,width,51uh-cwTtZL.jpg
72457,72522,https://m.media-amazon.com/images/I/51uh3jwZm5L.jpg,483370,height,51uh3jwZm5L.jpg
72458,72523,https://m.media-amazon.com/images/I/51uh6GxRCvL.jpg,483370,depth,51uh6GxRCvL.jpg
72459,72524,https://m.media-amazon.com/images/I/51uh6GxRCvL.jpg,483370,height,51uh6GxRCvL.jpg
72460,72525,https://m.media-amazon.com/images/I/51uhD4v9K7L.jpg,292475,height,51uhD4v9K7L.jpg
72461,72526,https://m.media-amazon.com/images/I/51uhD4v9K7L.jpg,292475,width,51uhD4v9K7L.jpg
72462,72527,https://m.media-amazon.com/images/I/51uhDMsG9QL.jpg,142748,depth,51uhDMsG9QL.jpg
72463,72528,https://m.media-amazon.com/images/I/51uhDMsG9QL.jpg,142748,width,51uhDMsG9QL.jpg
72464,72529,https://m.media-amazon.com/images/I/51uhG8jKx+L.jpg,881883,depth,51uhG8jKx+L.jpg
72465,72530,https://m.media-amazon.com/images/I/51uhG8jKx+L.jpg,881883,width,51uhG8jKx+L.jpg
72466,72531,https://m.media-amazon.com/images/I/51uhKhTj0tL.jpg,347404,height,51uhKhTj0tL.jpg
72467,72532,https://m.media-amazon.com/images/I/51uhKhTj0tL.jpg,347404,width,51uhKhTj0tL.jpg
72468,72533,https://m.media-amazon.com/images/I/51uhKhTj0tL.jpg,347404,depth,51uhKhTj0tL.jpg
72469,72534,https://m.media-amazon.com/images/I/51uhWG51FrL.jpg,939587,maximum_weight_recommendation,51uhWG51FrL.jpg
72470,72535,https://m.media-amazon.com/images/I/51uhWJJkJ5S.jpg,558806,height,51uhWJJkJ5S.jpg
72471,72536,https://m.media-amazon.com/images/I/51uhWJJkJ5S.jpg,558806,depth,51uhWJJkJ5S.jpg
72472,72537,https://m.media-amazon.com/images/I/51uhl4rXCPL.jpg,524117,height,51uhl4rXCPL.jpg
72473,72538,https://m.media-amazon.com/images/I/51uhlp7Q87L.jpg,483370,depth,51uhlp7Q87L.jpg
